carat,cut,color,clarity,depth,table,price,x,y,z,xy,predictions
0.53,Good,G,VS2,63.4,58.0,1395,5.13,5.16,3.26,0.9941860465116279,1467.0
0.53,Premium,E,SI1,62.1,58.0,1395,5.11,5.19,3.2,0.9845857418111753,1527.4
0.5,Very Good,D,SI1,62.8,61.0,1395,5.04,5.08,3.18,0.9921259842519685,1407.3
0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13,1.0096711798839457,1327.9
0.42,Ideal,D,VS1,61.4,56.0,1395,4.84,4.86,2.98,0.9958847736625513,1241.6
0.62,Ideal,G,SI2,60.6,57.0,1395,5.53,5.56,3.36,0.9946043165467627,1388.2
0.52,Ideal,J,SI1,62.3,56.0,1395,5.12,5.16,3.2,0.9922480620155039,1157.1
0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23,0.9962049335863379,1394.0
0.5,Good,E,VS2,59.8,57.0,1395,5.12,5.18,3.08,0.9884169884169884,1445.9
0.73,Premium,G,I1,62.5,58.0,1395,5.82,5.74,3.61,1.0139372822299653,1353.2
0.5,Very Good,F,VS2,62.7,56.0,1396,5.04,5.07,3.17,0.9940828402366864,1413.4
0.51,Very Good,G,VS2,61.2,55.0,1397,5.13,5.16,3.15,0.9941860465116279,1433.4
0.57,Very Good,E,SI1,62.1,58.0,1397,5.28,5.32,3.29,0.9924812030075187,1638.8
0.57,Ideal,F,SI1,61.6,56.0,1397,5.36,5.33,3.29,1.0056285178236397,1449.2
0.51,Ideal,H,VS2,62.9,57.0,1397,5.07,5.1,3.2,0.9941176470588237,1421.8
0.57,Ideal,H,SI1,61.8,57.0,1397,5.32,5.36,3.3,0.9925373134328358,1244.3
0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29,1.008097165991903,1376.1
0.5,Fair,E,VS2,64.9,56.0,1397,5.01,4.95,3.23,1.012121212121212,1399.3
0.5,Good,E,VS2,64.1,58.0,1397,5.03,5.01,3.22,1.003992015968064,1394.2
0.4,Ideal,E,VVS1,62.6,56.0,1397,4.73,4.7,2.95,1.0063829787234042,1397.0
0.38,Ideal,F,IF,62.2,55.0,1397,4.66,4.64,2.89,1.0043103448275863,1390.5
0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88,1.0125260960334028,1414.1
0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93,1.0063025210084033,1380.0
0.4,Premium,G,IF,60.8,58.0,1397,4.77,4.73,2.89,1.0084566596194502,1383.1
0.4,Ideal,G,IF,62.2,55.0,1397,4.76,4.73,2.95,1.0063424947145876,1394.3
0.4,Ideal,E,VVS1,61.7,57.0,1397,4.74,4.7,2.91,1.0085106382978724,1397.0
0.4,Ideal,E,VVS1,61.5,56.0,1397,4.78,4.75,2.93,1.0063157894736843,1525.1
0.4,Ideal,E,VVS1,61.5,56.0,1397,4.73,4.7,2.9,1.0063829787234042,1397.0
0.4,Premium,E,VVS1,61.2,61.0,1397,4.74,4.7,2.89,1.0085106382978724,1375.7
0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94,1.0129032258064514,1397.3
0.4,Ideal,E,VVS1,62.4,57.0,1397,4.72,4.67,2.93,1.0107066381156316,1390.3
0.4,Premium,E,VVS1,61.4,59.0,1397,4.74,4.68,2.89,1.012820512820513,1393.5
0.5,Very Good,E,VS2,63.2,56.0,1397,5.06,5.03,3.19,1.0059642147117296,1624.5
0.57,Very Good,F,SI2,63.5,56.0,1397,5.28,5.25,3.34,1.0057142857142858,1375.0
0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21,1.0415800415800416,1420.2
0.57,Ideal,F,SI2,61.0,56.0,1397,5.37,5.32,3.26,1.0093984962406015,1397.6
0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17,0.9941291585127201,1404.3
0.6,Very Good,G,SI1,63.3,58.0,1399,5.34,5.31,3.37,1.0056497175141244,1438.7
0.56,Ideal,D,SI2,61.0,57.0,1399,5.3,5.34,3.24,0.9925093632958801,1370.7
0.41,Ideal,D,SI1,61.8,58.0,1399,4.73,4.79,2.94,0.9874739039665972,1149.5
0.52,Premium,D,SI1,59.7,60.0,1399,5.26,5.19,3.12,1.0134874759152215,1363.25
0.49,Very Good,E,SI1,63.6,57.9,1400,4.96,4.99,3.16,0.9939879759519038,1290.9
0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98,0.9938144329896909,1403.3
0.38,Ideal,D,VVS1,61.8,56.0,1400,4.63,4.66,2.87,0.9935622317596566,1557.4
0.42,Ideal,E,VVS1,62.0,56.0,1400,4.78,4.84,2.98,0.987603305785124,1400.0
0.42,Ideal,E,VVS1,61.6,56.0,1400,4.81,4.84,2.97,0.993801652892562,1403.3
0.42,Ideal,G,IF,61.6,56.0,1400,4.85,4.86,2.99,0.9979423868312756,1394.1
0.42,Ideal,G,IF,60.4,55.0,1400,4.85,4.86,2.93,0.9979423868312756,1507.9
0.38,Premium,D,VVS1,60.4,59.0,1400,4.7,4.71,2.84,0.9978768577494692,1498.2
0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87,0.9872611464968154,1485.2
0.42,Ideal,G,IF,62.7,56.0,1400,4.76,4.77,2.99,0.9979035639412999,1377.6
0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91,0.9856262833675564,1445.4
0.38,Premium,D,VVS1,61.4,59.0,1400,4.63,4.66,2.85,0.9935622317596566,1343.4
0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98,0.9937629937629939,1403.3
0.42,Ideal,G,IF,62.1,56.0,1400,4.8,4.83,2.99,0.9937888198757764,1388.9
0.42,Ideal,E,VVS1,62.3,57.0,1400,4.78,4.79,2.98,0.9979123173277662,1328.2
0.42,Premium,G,IF,61.6,58.0,1400,4.76,4.79,2.94,0.9937369519832985,1349.2
0.5,Ideal,G,VS2,61.6,55.0,1400,5.11,5.14,3.16,0.9941634241245138,1450.8
0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09,0.994047619047619,1542.6
0.55,Good,F,SI1,64.3,57.9,1400,5.16,5.21,3.33,0.9904030710172745,1399.6
0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69,1.0070921985815602,506.0
0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69,1.0070921985815602,506.0
0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66,1.014218009478673,506.0
0.3,Very Good,J,VS1,63.3,60.0,506,4.25,4.22,2.68,1.0071090047393365,506.0
0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66,1.0116550116550116,506.0
0.3,Premium,I,SI1,61.4,58.0,506,4.33,4.3,2.65,1.0069767441860467,506.0
0.3,Ideal,I,SI1,61.3,56.0,506,4.33,4.32,2.65,1.0023148148148147,506.0
0.3,Ideal,I,SI1,62.3,56.0,506,4.35,4.32,2.7,1.0069444444444442,506.0
0.3,Premium,I,SI1,60.5,62.0,506,4.37,4.33,2.63,1.0092378752886837,506.0
0.3,Premium,I,SI1,60.9,59.0,506,4.36,4.34,2.65,1.0046082949308757,506.0
0.3,Good,I,SI1,63.8,57.0,506,4.27,4.19,2.7,1.0190930787589496,506.0
0.3,Very Good,I,SI1,63.3,59.0,506,4.25,4.22,2.68,1.0071090047393365,506.0
0.3,Very Good,I,SI1,63.4,57.0,506,4.25,4.23,2.69,1.0047281323877069,506.0
0.3,Very Good,I,SI1,63.3,59.0,506,4.3,4.23,2.7,1.016548463356974,506.0
0.3,Very Good,I,SI1,63.5,57.0,506,4.26,4.24,2.7,1.0047169811320753,506.0
0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65,1.0047058823529411,506.0
0.3,Good,I,SI1,64.1,57.0,506,4.3,4.25,2.74,1.011764705882353,506.0
0.3,Good,G,SI2,63.7,54.0,506,4.25,4.23,2.7,1.0047281323877069,497.6
0.3,Very Good,G,SI2,63.3,57.0,506,4.28,4.25,2.7,1.0070588235294118,488.9
0.3,Premium,G,SI2,62.3,59.0,506,4.29,4.25,2.66,1.0094117647058825,506.0
0.3,Premium,G,SI2,62.5,59.0,506,4.31,4.27,2.68,1.009367681498829,506.0
0.3,Premium,G,SI2,58.1,61.0,506,4.47,4.41,2.58,1.0136054421768708,509.0
0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66,1.0260663507109005,506.0
0.3,Premium,F,SI2,61.7,62.0,506,4.27,4.25,2.63,1.0047058823529411,496.3
0.31,Very Good,D,SI1,60.4,60.0,507,4.4,4.44,2.67,0.990990990990991,525.0
0.3,Ideal,I,VVS2,62.8,57.0,507,4.26,4.28,2.68,0.9953271028037383,551.5
0.31,Ideal,H,VS2,61.0,57.0,507,4.38,4.41,2.68,0.9931972789115646,509.0
0.31,Ideal,H,VS2,61.7,55.0,507,4.34,4.38,2.69,0.9908675799086758,499.1
0.31,Ideal,H,VS2,61.4,56.0,507,4.38,4.42,2.7,0.9909502262443439,590.4
0.31,Ideal,H,VS2,61.2,56.0,507,4.36,4.4,2.68,0.9909090909090909,507.4
0.5,Ideal,H,VS2,62.3,58.0,1400,5.12,5.05,3.17,1.0138613861386139,1456.0
0.58,Very Good,F,SI1,59.9,58.0,1401,5.35,5.4,3.22,0.9907407407407406,1436.9
0.58,Very Good,F,SI1,63.1,57.0,1401,5.28,5.31,3.34,0.9943502824858759,1458.7
0.55,Very Good,D,SI2,59.7,64.0,1401,5.26,5.32,3.16,0.9887218045112781,1345.0
0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21,0.9904580152671756,1416.0
0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,0.9923664122137404,1413.5
0.54,Ideal,G,VS2,61.7,55.0,1401,5.22,5.26,3.23,0.9923954372623575,1455.5
0.59,Ideal,I,VS1,61.8,55.0,1401,5.41,5.43,3.35,0.9963167587476981,1436.7
0.46,Ideal,H,VS1,61.2,55.0,1401,4.96,5.04,3.06,0.9841269841269841,1394.5
0.61,Ideal,I,SI2,61.1,57.0,1401,5.46,5.49,3.34,0.994535519125683,1302.6
0.58,Ideal,F,SI1,62.3,54.0,1401,5.36,5.39,3.35,0.9944341372912803,1399.4
0.52,Fair,I,VVS2,60.4,66.0,1401,5.26,5.2,3.16,1.0115384615384615,1409.9
0.61,Premium,F,SI2,60.9,58.0,1401,5.52,5.44,3.34,1.0147058823529411,1486.8
0.61,Very Good,I,VS2,63.4,55.0,1401,5.46,5.42,3.45,1.007380073800738,1418.0
0.45,Ideal,E,VVS2,61.9,56.0,1401,4.95,4.91,3.05,1.0081466395112015,1421.1
0.6,Very Good,I,VS2,60.6,60.0,1402,5.46,5.49,3.32,0.994535519125683,1399.8
0.5,Very Good,F,VS2,62.8,57.0,1402,5.05,5.08,3.18,0.9940944881889763,1402.2
0.6,Very Good,H,SI1,63.1,60.0,1402,5.3,5.35,3.36,0.9906542056074766,1353.5
0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31,0.9962335216572505,1367.8
0.51,Premium,F,VS2,62.7,59.0,1402,5.04,5.07,3.17,0.9940828402366864,1444.8
0.51,Premium,F,VS2,60.7,59.0,1402,5.16,5.19,3.14,0.9942196531791907,1447.8
0.5,Good,D,VS2,64.1,61.0,1402,4.98,5.01,3.2,0.9940119760479044,1443.2
0.55,Ideal,H,VS2,61.8,54.0,1402,5.28,5.3,3.27,0.9962264150943397,1409.8
0.55,Ideal,H,VS2,62.5,54.0,1402,5.24,5.29,3.29,0.9905482041587902,1378.6
0.55,Ideal,H,VS2,61.9,54.0,1402,5.25,5.28,3.26,0.9943181818181818,1430.4
0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89,0.9873417721518987,1408.2
0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89,0.9935760171306209,1369.3
0.48,Good,F,VS1,59.0,60.9,1402,5.09,5.15,3.02,0.9883495145631067,1346.2
0.51,Premium,E,SI1,61.2,61.0,1402,5.16,5.13,3.15,1.0058479532163742,1468.6
0.51,Premium,E,SI1,62.9,57.0,1402,5.11,5.06,3.2,1.0098814229249014,1459.65
0.51,Very Good,E,SI1,63.3,59.0,1402,5.09,5.05,3.21,1.007920792079208,1396.3
0.53,Fair,F,VS2,65.5,58.0,1402,5.09,5.03,3.31,1.0119284294234592,1720.5
0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17,1.005859375,1459.8
0.51,Very Good,D,SI1,61.7,58.0,1403,5.09,5.12,3.15,0.994140625,1409.9
0.57,Very Good,F,SI1,62.6,58.0,1403,5.28,5.32,3.32,0.9924812030075187,1444.3
0.51,Ideal,D,SI1,60.6,57.0,1403,5.15,5.18,3.13,0.9942084942084943,1451.1
0.5,Very Good,F,VS2,62.6,54.0,1404,5.1,5.13,3.2,0.9941520467836257,1409.6
0.54,Very Good,F,SI1,60.2,56.0,1404,5.28,5.39,3.21,0.979591836734694,1339.4
0.54,Very Good,G,SI1,60.4,56.0,1404,5.29,5.34,3.21,0.9906367041198503,1387.7
0.4,Good,F,IF,63.5,58.0,1404,4.69,4.7,2.98,0.997872340425532,1389.7
0.4,Very Good,F,IF,62.8,57.0,1404,4.65,4.68,2.93,0.9935897435897437,1357.5
0.48,Ideal,F,VS1,60.8,56.3,1404,5.1,5.08,3.1,1.0039370078740157,1443.9
0.5,Ideal,F,VS2,62.4,56.0,1404,5.1,5.13,3.19,0.9941520467836257,1471.0
0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23,0.996219281663516,1415.2
0.5,Ideal,D,SI1,62.0,54.0,1404,5.09,5.13,3.17,0.9922027290448343,1596.5
0.56,Ideal,E,SI1,61.3,56.0,1405,5.28,5.32,3.25,0.9924812030075187,1542.4
0.55,Good,E,SI1,63.1,58.0,1406,5.2,5.23,3.29,0.9942638623326959,1535.8
0.55,Very Good,E,SI1,63.0,59.0,1406,5.25,5.17,3.28,1.0154738878143135,1524.7
0.56,Ideal,I,VS1,60.5,55.0,1406,5.33,5.39,3.24,0.9888682745825603,1394.0
0.4,Ideal,F,IF,61.9,54.0,1406,4.75,4.81,2.96,0.9875259875259876,1277.0
0.51,Premium,F,SI1,59.7,59.0,1406,5.2,5.15,3.09,1.0097087378640777,1404.8
0.51,Premium,F,SI1,59.4,60.0,1406,5.21,5.19,3.09,1.003853564547206,1368.1
0.51,Good,F,SI1,63.6,58.0,1406,5.08,5.05,3.22,1.005940594059406,1374.0
0.51,Ideal,F,SI1,62.9,56.0,1406,5.1,5.05,3.19,1.00990099009901,1366.4
0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23,1.00398406374502,1327.6
0.57,Premium,E,SI1,58.9,59.0,1406,5.41,5.35,3.17,1.0112149532710282,1521.0
0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14,1.0076775431861804,1373.2
0.51,Ideal,F,SI1,61.3,56.0,1406,5.19,5.16,3.17,1.005813953488372,1375.4
0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8,1.0084925690021231,1330.6
0.51,Premium,D,SI2,59.5,61.0,1406,5.19,5.16,3.08,1.005813953488372,1235.8
0.5,Very Good,E,VS2,61.3,62.0,1407,5.05,5.1,3.11,0.9901960784313726,1453.4
0.5,Good,E,VS2,63.3,56.0,1407,5.11,5.03,3.21,1.0159045725646123,1518.2
0.5,Good,E,VS2,63.4,59.0,1407,5.03,5.06,3.2,0.9940711462450594,1441.5
0.5,Good,E,VS2,63.7,59.0,1407,4.99,5.03,3.19,0.9920477137176938,1482.2
0.63,Ideal,G,SI2,62.8,56.3,1407,5.34,5.54,3.42,0.963898916967509,1360.6
0.44,Good,G,IF,58.5,61.0,1407,4.99,5.03,2.93,0.9920477137176938,1446.7
0.58,Premium,E,SI1,58.5,55.0,1407,5.52,5.39,3.19,1.0241187384044528,1451.8
0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26,0.9962546816479402,1354.2
0.58,Very Good,G,SI1,59.3,58.0,1408,5.41,5.52,3.24,0.9800724637681161,1440.6
0.58,Very Good,G,SI1,59.3,59.0,1408,5.46,5.51,3.25,0.9909255898366607,1404.3
0.53,Very Good,E,SI1,63.0,55.0,1408,5.14,5.18,3.25,0.9922779922779923,1395.2
0.61,Good,E,SI2,63.1,56.0,1408,5.4,5.44,3.42,0.9926470588235294,1396.0
0.58,Very Good,I,VS2,61.7,54.1,1408,5.37,5.4,3.32,0.9944444444444444,1428.4
0.52,Very Good,G,VS2,61.9,59.0,1408,5.12,5.16,3.18,0.9922480620155039,1425.8
0.52,Ideal,H,VS1,61.4,56.0,1408,5.2,5.23,3.2,0.9942638623326959,1486.0
0.52,Very Good,D,SI1,60.5,61.0,1408,5.19,5.23,3.15,0.9923518164435946,1404.0
0.43,Ideal,G,VVS2,60.9,57.0,1408,4.86,4.89,2.97,0.9938650306748468,1295.0
0.44,Ideal,D,VVS2,61.8,54.8,1408,4.89,4.92,3.03,0.9939024390243902,1349.9
0.5,Ideal,H,VS2,62.6,52.0,1408,5.06,5.09,3.18,0.9941060903732809,1505.4
0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32,0.9907063197026023,1558.0
0.58,Ideal,F,SI1,61.4,57.0,1408,5.33,5.38,3.29,0.9907063197026023,1448.4
0.53,Ideal,E,SI1,62.1,53.0,1408,5.2,5.23,3.24,0.9942638623326959,1423.1
0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89,0.9935344827586208,1265.0
0.71,Fair,J,SI2,65.5,61.0,1409,5.54,5.49,3.61,1.0091074681238614,1464.5
0.5,Good,F,VS2,60.9,64.0,1409,5.12,5.1,3.11,1.003921568627451,1414.8
0.5,Ideal,E,SI1,61.9,55.0,1409,5.18,5.12,3.19,1.01171875,1378.3
0.54,Ideal,F,SI2,61.2,57.0,1409,5.25,5.23,3.21,1.0038240917782026,1324.4
0.5,Premium,F,SI1,62.5,59.0,1409,5.03,4.99,3.13,1.0080160320641283,1439.6
0.55,Premium,F,SI1,60.2,58.0,1410,5.31,5.35,3.21,0.9925233644859813,1417.8
0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17,0.994059405940594,1408.3
0.5,Ideal,E,SI1,60.8,57.0,1410,5.09,5.14,3.11,0.9902723735408561,1407.8
0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17,0.9900793650793651,1413.9
0.55,Ideal,F,SI1,62.4,55.0,1410,5.23,5.28,3.28,0.9905303030303031,1461.7
0.5,Premium,E,SI1,59.3,59.0,1410,5.19,5.24,3.09,0.9904580152671756,1383.0
0.5,Ideal,E,SI1,60.1,57.0,1410,5.14,5.27,3.13,0.9753320683111955,1376.0
0.55,Good,F,SI1,57.0,62.0,1410,5.42,5.44,3.1,0.9963235294117646,1402.0
0.55,Very Good,F,SI1,59.5,61.0,1410,5.28,5.41,3.18,0.9759704251386322,1409.0
0.5,Very Good,H,VS1,62.5,58.0,1410,5.04,5.1,3.17,0.9882352941176471,1409.4
0.5,Ideal,E,SI1,62.2,57.0,1410,5.06,5.1,3.16,0.9921568627450981,1403.4
0.5,Ideal,E,SI1,62.3,56.0,1410,5.06,5.12,3.17,0.9882812499999999,1415.1
0.62,Good,D,SI2,64.0,56.0,1410,5.42,5.39,3.46,1.0055658627087198,1508.8
0.57,Ideal,I,VS2,61.8,57.0,1410,5.31,5.34,3.29,0.9943820224719101,1369.6
0.57,Ideal,I,VS2,61.9,57.0,1410,5.3,5.33,3.29,0.9943714821763602,1378.0
0.5,Ideal,I,VS2,61.9,56.0,1410,5.08,5.13,3.16,0.9902534113060429,1277.4
0.54,Ideal,E,SI1,61.6,57.0,1410,5.23,5.26,3.23,0.9942965779467682,1458.8
0.5,Ideal,E,SI1,61.6,55.0,1410,5.09,5.13,3.15,0.9922027290448343,1405.7
0.62,Fair,D,SI2,64.6,57.0,1410,5.39,5.33,3.46,1.0112570356472794,1483.4
0.5,Very Good,H,VS2,61.2,55.0,1411,5.12,5.16,3.15,0.9922480620155039,1340.9
0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19,1.0281195079086114,1398.8
0.59,Premium,F,SI1,61.7,60.0,1412,5.37,5.39,3.32,0.9962894248608535,1515.6
0.59,Very Good,G,SI1,63.0,57.0,1412,5.35,5.38,3.38,0.9944237918215613,1450.2
0.59,Very Good,F,SI1,61.7,57.0,1412,5.39,5.43,3.34,0.992633517495396,1473.6
0.46,Ideal,G,VVS1,62.0,54.0,1412,4.97,5.0,3.09,0.994,1408.2
0.46,Ideal,G,VVS1,61.5,55.0,1412,4.97,5.01,3.07,0.9920159680638723,1412.1
0.52,Ideal,E,SI2,61.0,57.0,1412,5.18,5.21,3.17,0.9942418426103646,1355.3
0.53,Ideal,H,VS2,62.5,56.0,1412,5.19,5.15,3.23,1.007766990291262,1384.8
0.53,Ideal,H,VS2,62.4,56.0,1412,5.18,5.17,3.23,1.001934235976789,1390.3
0.53,Ideal,D,SI2,62.9,54.0,1412,5.17,5.13,3.24,1.0077972709551657,1393.1
0.53,Ideal,D,SI2,60.4,57.0,1412,5.3,5.26,3.19,1.0076045627376427,1382.2
0.53,Ideal,D,SI2,61.4,56.0,1412,5.24,5.22,3.21,1.003831417624521,1379.9
0.53,Ideal,D,SI2,61.9,55.0,1412,5.24,5.19,3.23,1.0096339113680153,1390.5
0.53,Ideal,H,VS2,62.6,57.0,1412,5.17,5.15,3.23,1.003883495145631,1413.5
0.53,Premium,H,VS2,61.4,52.0,1412,5.29,5.26,3.24,1.005703422053232,1451.2
0.46,Very Good,G,VVS1,61.7,60.0,1413,4.94,4.98,3.06,0.9919678714859438,1412.6
0.51,Ideal,E,VS2,60.8,56.0,1413,5.18,5.21,3.16,0.9942418426103646,1527.6
0.57,Very Good,D,SI2,62.9,57.0,1413,5.26,5.3,3.32,0.9924528301886792,1394.3
0.57,Ideal,D,SI2,61.4,56.0,1413,5.33,5.38,3.29,0.9907063197026023,1348.2
0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18,0.9904214559386973,1341.8
0.41,Ideal,D,VVS1,62.7,56.0,1413,4.77,4.74,2.98,1.0063291139240504,1463.7
0.41,Premium,D,VVS1,62.2,58.0,1413,4.77,4.71,2.95,1.0127388535031847,1488.4
0.51,Very Good,H,VS2,60.8,58.0,1414,5.12,5.17,3.13,0.9903288201160542,1337.0
0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26,1.0075329566854991,1379.2
0.57,Premium,H,VS2,60.1,61.0,1414,5.4,5.29,3.21,1.0207939508506616,1391.3
0.7,Premium,I,SI2,62.3,59.0,1415,5.64,5.59,3.5,1.0089445438282647,1652.7
0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66,1.0072332730560578,1285.0
0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66,1.0072332730560578,1285.0
0.53,Very Good,E,SI1,59.7,59.0,1415,5.27,5.29,3.15,0.996219281663516,1431.4
0.53,Very Good,D,SI1,59.1,59.0,1415,5.27,5.33,3.13,0.9887429643527204,1432.7
0.53,Very Good,D,SI1,60.9,59.0,1415,5.18,5.2,3.16,0.9961538461538461,1505.8
0.5,Very Good,D,SI1,60.3,59.0,1415,5.11,5.14,3.09,0.9941634241245138,1418.5
0.5,Very Good,D,SI1,62.8,58.0,1415,5.02,5.05,3.16,0.994059405940594,1400.0
0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19,0.9924242424242424,1396.7
0.62,Premium,J,VVS2,60.9,58.0,1415,5.5,5.56,3.37,0.9892086330935252,1720.0
0.5,Premium,I,VVS1,58.2,62.0,1415,5.25,5.19,3.04,1.0115606936416184,1523.1
0.53,Ideal,E,SI1,61.4,56.0,1415,5.21,5.24,3.21,0.9942748091603053,1424.9
0.5,Ideal,D,SI1,61.4,58.0,1415,5.07,5.1,3.12,0.9941176470588237,1680.7
0.5,Good,F,VS1,58.0,61.0,1415,5.18,5.23,3.02,0.9904397705544932,1559.7
0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22,1.0095602294455066,1396.1
0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24,1.0095785440613025,1501.0
0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21,1.0056925996204935,1490.2
0.5,Good,G,VS2,57.9,61.0,1415,5.23,5.2,3.02,1.0057692307692307,1430.0
0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15,1.0078585461689586,1418.7
0.5,Premium,E,SI1,62.3,58.0,1415,5.15,5.09,3.19,1.0117878192534382,1261.9
0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11,1.0058252427184464,1443.8
0.5,Premium,E,SI1,60.7,61.0,1415,5.12,5.09,3.1,1.0058939096267192,1432.8
0.5,Premium,E,SI1,62.0,59.0,1415,5.1,5.06,3.15,1.007905138339921,1425.3
0.5,Premium,E,SI1,63.0,58.0,1415,5.08,5.04,3.19,1.007936507936508,1401.0
0.5,Good,E,SI1,63.8,55.0,1415,5.09,5.04,3.23,1.0099206349206349,1403.4
0.5,Ideal,E,SI1,62.2,57.0,1415,5.11,5.05,3.16,1.011881188118812,1349.4
0.5,Premium,E,SI1,61.5,62.0,1415,5.09,5.06,3.12,1.0059288537549407,1381.9
0.5,Very Good,E,SI1,63.3,58.0,1415,5.03,4.99,3.17,1.0080160320641283,1408.4
0.5,Very Good,E,SI1,63.3,59.0,1415,5.03,4.99,3.17,1.0080160320641283,1408.4
0.5,Good,E,SI1,63.7,56.0,1415,5.06,5.02,3.21,1.0079681274900398,1415.0
0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19,1.0059642147117296,1420.3
0.5,Premium,G,VS2,61.5,57.0,1415,5.12,5.09,3.14,1.0058939096267192,1438.3
0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15,1.0040080160320641,1345.0
0.5,Premium,G,VS2,60.2,60.0,1415,5.21,5.15,3.12,1.011650485436893,1425.6
0.61,Ideal,H,SI1,61.9,54.0,1416,5.44,5.48,3.38,0.9927007299270073,1443.6
0.51,Very Good,G,VS2,59.1,60.0,1417,5.18,5.21,3.07,0.9942418426103646,1437.3
0.46,Very Good,E,VS1,60.3,59.2,1417,4.96,5.02,3.01,0.9880478087649404,1417.0
0.55,Very Good,E,SI1,64.2,55.0,1417,5.18,5.2,3.33,0.9961538461538461,1447.9
0.51,Very Good,F,VS2,63.2,58.0,1417,5.07,5.05,3.2,1.003960396039604,1558.4
0.56,Ideal,I,VS2,62.2,57.0,1417,5.27,5.28,3.28,0.9981060606060604,1396.0
0.53,Ideal,H,VS2,61.4,55.4,1417,5.19,5.24,3.2,0.9904580152671756,1493.7
0.56,Ideal,G,SI1,61.3,54.0,1417,5.34,5.37,3.28,0.994413407821229,1414.2
0.56,Ideal,G,SI1,62.1,55.0,1417,5.29,5.33,3.3,0.9924953095684803,1428.1
0.55,Ideal,G,SI1,61.7,58.0,1417,5.27,5.29,3.26,0.996219281663516,1438.4
0.47,Very Good,F,VVS2,60.9,59.0,1418,4.99,5.03,3.05,0.9920477137176938,1563.1
0.46,Ideal,F,VS1,62.7,56.0,1418,4.91,4.94,3.09,0.9939271255060729,1309.0
0.39,Ideal,E,IF,61.5,55.5,1418,4.68,4.72,2.88,0.9915254237288136,1360.7
0.59,Very Good,D,SI2,62.7,58.0,1419,5.32,5.37,3.35,0.9906890130353818,1433.3
0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35,0.9925788497217068,1435.0
